id,link,modelo,version,precio,ciudad,km,año,ESTADO,UBICACIÓN,PLACA,TIPO DE CAJA,COMBUSTIBLE,CILINDRAJE,COLOR,PUERTAS,AIRBAGS,DIRECCIÓN,
8458b8fb-2f95-42b1-a5bc-d454803e5c12,https://www.carroya.com/detalle/usado/bmw/x2/2019/cajica/8458b8fb-2f95-42b1-a5bc-d454803e5c12,BMW X2,sDrive 20i Premium,$110.000.000,Cajica,67.000 km,2019,usado,Cajica,**3 Bogota,Automática,Gasolina,2.000,Negro,4,,,
f502baa1-3537-448b-b391-80829644ff06,https://www.carroya.com/detalle/usado/volkswagen/jetta/2019/bogota/f502baa1-3537-448b-b391-80829644ff06,Volkswagen Jetta,,$53.000.000,Bogota,115.000 km,2019,usado,Bogota,**0 Bogota,Automática,Gasolina,1.399,Gris,,,,
f674328c-d998-4a29-8bb0-8da5e00158bb,https://www.carroya.com/detalle/usado/nissan/qashqai/2016/cali/f674328c-d998-4a29-8bb0-8da5e00158bb,Nissan Qashqai,2.0 Automatica Full Equipo,$69.500.000,Cali,66.500 km,2016,usado,Cali,**0 Cali,Automática,Gasolina,2.000,Negro,,,,
c9a0bf4d-09d6-4544-a705-28f50fe8107e,https://www.carroya.com/detalle/usado/renault/clio/2007/cali/c9a0bf4d-09d6-4544-a705-28f50fe8107e,Renault Clio,1.4 Dynamique,$17.900.000,Cali,118.000 km,2007,usado,Cali,**4 Bogota,Mecánica,Gasolina,0,Plateado,,,,
2281829,https://www.carroya.com/detalle/usado/chevrolet/onix/2021/bogota/2281829,Chevrolet Onix,1.0 Turbo LT Sedan Automatico,$59.000.000,Bogota,39.000 km,2021,usado,Bogota,**3 Bogota,Secuencial,Gasolina,1.000,Plateado,,Airbags,,
2282293,https://www.carroya.com/detalle/usado/nissan/sentra/2016/bogota/2282293,Nissan Sentra,1.8 Advance CVT Full Equipo,$56.000.000,Bogota,42.070 km,2016,usado,Bogota,**8 Bogota,Secuencial,Gasolina,1.800,Rojo,,Airbags,,
2281093,https://www.carroya.com/detalle/usado/citroen/c-elysee/2023/bogota/2281093,Citroen C-Elysee,Shine 1.6 Sedan Mecanico,$60.000.000,Bogota,5.670 km,2023,usado,Bogota,**3 Bogota,Mecánica,Gasolina,1.600,Blanco,,Airbags,,
2281837,https://www.carroya.com/detalle/usado/fiat/uno/2021/bogota/2281837,Fiat Uno,Attractive 1.4 5 Puertas,$39.000.000,,52.825 km,2021,usado,Bogota,**8 Madrid,Mecánica,Gasolina,1.400,Negro,,Airbags,,
2282047,https://www.carroya.com/detalle/usado/dodge/journey/2015/bogota/2282047,Dodge Journey,2.4 SE 5 Puestos,$62.000.000,Bogota,109.000 km,2015,usado,Bogota,**3 Cali,Secuencial,Gasolina,2.400,Blanco,,Airbags,,
2282424,https://www.carroya.com/detalle/usado/renault/duster-oroch/2020/bogota/2282424,Renault Duster Oroch,,$70.000.000,Bogota,72.000 km,2020,usado,Bogota,**1 Girardot,Mecánica,Gasolina,2.000,Gris,,Airbags,,
eaf05bfb-d421-4370-989c-b092c447142d,https://www.carroya.com/detalle/usado/bmw/serie-1/2010/bogota/eaf05bfb-d421-4370-989c-b092c447142d,BMW Serie 1,120i M edition 5p Mecanico,$43.000.000,Bogota,105.600 km,2010,usado,Bogota,**2 Bogota,Mecánica,Gasolina,2.000,Plateado,,,,
af99e7ea-c33c-4c1f-8169-22087bba1182,https://www.carroya.com/detalle/usado/ford/fiesta/2019/garzon/af99e7ea-c33c-4c1f-8169-22087bba1182,Ford Fiesta,1.6 Powershift Titanium Sporback Automatico,$50.000.000,Garzon,72.000 km,2019,usado,Garzon,**3 Bogota,Automática,Gasolina,1.600,Gris,,,,
72ae56dc-6bf9-4fa2-b9a5-ee402530c4a5,https://www.carroya.com/detalle/usado/renault/stepway/2023/cali/72ae56dc-6bf9-4fa2-b9a5-ee402530c4a5,Renault Stepway,Intens,$65.000.000,Cali,18.000 km,2023,usado,Cali,**1 Cali,Mecánica,Gasolina,16,Gris,4,,,
7e6c481f-d7f7-420d-ab98-ed6f51f12fb5,https://www.carroya.com/detalle/usado/suzuki/swift/2023/bogota/7e6c481f-d7f7-420d-ab98-ed6f51f12fb5,Suzuki Swift,DZIRE 1.2 GA,$46.900.000,Bogota,23.000 km,2023,usado,Bogota,**8 Palmira,Mecánica,Gasolina,1.200,Gris,,,,
26b1afeb-a4ae-47bc-9438-ee10415eff37,https://www.carroya.com/detalle/usado/chevrolet/cruze/2011/bogota/26b1afeb-a4ae-47bc-9438-ee10415eff37,Chevrolet Cruze,1.8 LS Automatico,$28.900.000,Bogota,58.000 km,2011,usado,Bogota,**8 Bogota,Automática,Gasolina,1.800,Gris,,,,
7ebda808-40ac-49bf-a958-f83c33d41143,https://www.carroya.com/detalle/usado/chevrolet/zafira/2009/bogota/7ebda808-40ac-49bf-a958-f83c33d41143,Chevrolet Zafira,2.0 Mecanica,$30.000.000,Bogota,178.000 km,2009,usado,Bogota,**7 Bogota,Mecánica,Gasolina,2.000,Gris,,,,
1aa28f23-32b6-4033-a6c3-2aab8249341b,https://www.carroya.com/detalle/usado/mercedes-benz/clase-a/2015/bogota/1aa28f23-32b6-4033-a6c3-2aab8249341b,Mercedes Benz Clase A,200 Aut,$68.000.000,Bogota,63.300 km,2015,usado,Bogota,**4 Bogota,Automática,Gasolina,1.600,Gris,4,,,
04a9024c-57b4-4dec-b882-db067fa52e4d,https://www.carroya.com/detalle/usado/chevrolet/captiva/2015/armenia/04a9024c-57b4-4dec-b882-db067fa52e4d,Chevrolet Captiva,2.4 LS Sport Automatica,$35.000.000,Armenia,80.200 km,2015,usado,Armenia,**1 Armenia,Automática,Gasolina,2.384,Rojo,,,,
63db4eb8-e63b-448d-b388-72a246963117,https://www.carroya.com/detalle/usado/kia/sportage/1996/bogota/63db4eb8-e63b-448d-b388-72a246963117,KIA Sportage,2.0 4x4 Mecanica,$20.000.100,Bogota,8.000 km,1996,usado,Bogota,**7 Bogota,Mecánica,Gasolina,2.000,Azul,,,,
2282139,https://www.carroya.com/detalle/usado/mazda/6/2020/bogota/2282139,Mazda 6,2.5 Turbo Signature,$102.900.000,Bogota,14.972 km,2020,usado,Bogota,**6 Bogota,Automática,Gasolina,2.500,Rojo,4,,,
2282094,https://www.carroya.com/detalle/usado/mercedes-benz/clase-gla/2019/bogota/2282094,Mercedes Benz Clase GLA,200 Urban,$102.900.000,Bogota,21.487 km,2019,usado,Bogota,**4 Bogota,Automática,Gasolina,1.595,Gris,5,,,
2282097,https://www.carroya.com/detalle/usado/mercedes-benz/clase-c/2021/bogota/2282097,Mercedes Benz Clase C,43 AMG 4Matic,$205.900.000,Bogota,10.777 km,2021,usado,Bogota,**7 Bogota,Automática,Gasolina,3.000,Blanco,,,,
2281323,https://www.carroya.com/detalle/usado/renault/koleos/2021/bogota/2281323,Renault Koleos,,$99.900.000,Bogota,32.754 km,2021,usado,Bogota,**0 Bogota,Automática,Gasolina,2.500,Plateado,,,Asistencia Hidráulica,
2280034,https://www.carroya.com/detalle/usado/audi/q7/2022/bogota/2280034,AUDI Q7,,$229.900.000,Bogota,10.922 km,2022,usado,Bogota,**0 Bogota,Automática,Gasolina,3.000,Azul,,,Asistencia Hidráulica,
2280457,https://www.carroya.com/detalle/usado/audi/q5/2022/bogota/2280457,AUDI Q5,,$198.900.000,Bogota,10.888 km,2022,usado,Bogota,**7 Bogota,Automática,Gasolina,2.000,Negro,,,Asistencia Hidráulica,
6384eb24-be05-42ab-bad6-6e659f84182f,https://www.carroya.com/detalle/usado/mitsubishi/pajero/1995/penol/6384eb24-be05-42ab-bad6-6e659f84182f,Mitsubishi Pajero,Mecanica,$28.500.000,Penol,289.262 km,1995,usado,Penol,**9 Rionegro,Mecánica,Gasolina,2.600,Plateado,,,,
51809c09-39b0-43fb-9221-44ad318430fe,https://www.carroya.com/detalle/usado/suzuki/vitara/2021/chia/51809c09-39b0-43fb-9221-44ad318430fe,Suzuki Vitara,GLX FS 1.6 4X4 AUT,$86.000.000,Chia,15.500 km,2021,usado,Chia,**9 Chia,Automática,Gasolina,1.600,Gris,,,,
611a228a-46f5-4443-9200-5d4e63f57fc9,https://www.carroya.com/detalle/usado/suzuki/swift/2022/bogota/611a228a-46f5-4443-9200-5d4e63f57fc9,Suzuki Swift,1.2 HB GA,$48.500.000,Bogota,110.000 km,2022,usado,Bogota,**8 Bogota,Mecánica,Híbrido,4,Plateado,,,,
52d3b79a-2bef-4260-9bf9-1cdf0ba9bede,https://www.carroya.com/detalle/usado/suzuki/lj-80/1980/bogota/52d3b79a-2bef-4260-9bf9-1cdf0ba9bede,Suzuki Lj 80,800,$33.500.000,Bogota,101 km,1980,usado,Bogota,**7 Tunja,Mecánica,Gasolina,800,Azul,,,,
8580e96c-94c9-41c8-a4c8-ac06e6f3a0f5,https://www.carroya.com/detalle/usado/kia/picanto-ion/2018/bogota/8580e96c-94c9-41c8-a4c8-ac06e6f3a0f5,KIA Picanto iON,,$41.000.000,Bogota,56.433 km,,usado,Bogota,**2 Bogota,Mecánica,Gasolina,10,Beige,,,,
13c97d54-ec0e-4df9-a14a-f2e9d713f7df,https://www.carroya.com/detalle/usado/ford/f150/2013/bogota/13c97d54-ec0e-4df9-a14a-f2e9d713f7df,Ford F150,,$96.000.000,Bogota,142.000 km,2013,usado,Bogota,**7 Bogota,Automática,Gasolina,3.500,Gris,,,,
4e6c5562-60d4-4453-900e-99f755edd965,https://www.carroya.com/detalle/usado/honda/cr-v/2011/bucaramanga/4e6c5562-60d4-4453-900e-99f755edd965,Honda CR-V,2.4 EXL Automatica,$53.900.000,Bucaramanga,134.000 km,2011,usado,Bucaramanga,**5 Bogota,Automática,Gasolina,2.400,Café,,,,
5b808cce-c857-466b-872a-05b32be20c9e,https://www.carroya.com/detalle/usado/chevrolet/sonic/2014/chia/5b808cce-c857-466b-872a-05b32be20c9e,Chevrolet Sonic,,$34.000.000,Chia,80.000 km,2014,usado,Chia,**3 Bogota,Automática,Gasolina,1.600,Plateado,,,,
32cd2ff2-b34e-4f9b-8bb2-9ea1b3f48b62,https://www.carroya.com/detalle/usado/honda/cr-v/2014/bogota/32cd2ff2-b34e-4f9b-8bb2-9ea1b3f48b62,Honda CR-V,2.4 LX Automatica,$61.500.000,Bogota,79.036 km,2014,usado,Bogota,**3 Bogota,Automática,Gasolina,2.400,Otro,5,,,
5e593f78-a36e-4694-aeb1-406e5253792c,https://www.carroya.com/detalle/usado/chevrolet/captiva/2013/bogota/5e593f78-a36e-4694-aeb1-406e5253792c,Chevrolet Captiva,3.0 LTZ Sport Automatica Full Equipo,$42.000.000,Bogota,28.000 km,2013,usado,Bogota,**6 Bogota,Automática,Gasolina,2.997,Gris,,,,
2281366,https://www.carroya.com/detalle/usado/nissan/new-march/2019/bogota/2281366,Nissan New March,1.6 Sense,$43.950.000,Bogota,37.000 km,2019,usado,Bogota,**8 Bogota,Mecánica,Gasolina,1.600,Azul,,Airbags,,
2281409,https://www.carroya.com/detalle/usado/nissan/kicks/2019/bogota/2281409,Nissan Kicks,Exclusive Aut,$80.800.000,Bogota,39.600 km,2019,usado,Bogota,**6 Bogota,Secuencial,Gasolina,1.600,Gris,,Airbags,,
2282244,https://www.carroya.com/detalle/usado/nissan/d21/1996/bogota/2282244,Nissan D21,2.4 4X2 DH dob,$28.900.000,Bogota,203.600 km,1996,usado,Bogota,**5 Bogota,Mecánica,Gasolina,2.400,Plateado,,,,
5aeea01f-23a6-4d43-b3be-f1a84ec0234b,https://www.carroya.com/detalle/usado/suzuki/s-cross/2018/cali/5aeea01f-23a6-4d43-b3be-f1a84ec0234b,Suzuki S-Cross,1.6 2WD Mecanica,$60.000.000,Cali,,2018,usado,Cali,**7 Cali,Mecánica,Gasolina,1.600,Gris,,,,
2275249,https://www.carroya.com/detalle/usado/chevrolet/aveo/2009/medellin/2275249,Chevrolet Aveo,1.6 4 Puertas Aire Acondicionado,$23.000.000,Medellin,176.000 km,2009,usado,Medellin,**3 Medellin,Mecánica,Gasolina,1.600,Gris,,,Asistencia Hidráulica,
2281893,https://www.carroya.com/detalle/usado/hyundai/getz/2006/medellin/2281893,Hyundai Getz,GL 5 Puertas 1.4 16V Mecanico,$18.500.000,Medellin,225.000 km,2006,usado,Medellin,**1 Sabaneta,Mecánica,Gasolina,1.400,Gris,,,Asistencia Hidráulica,
2275052,https://www.carroya.com/detalle/usado/renault/stepway/2017/medellin/2275052,Renault Stepway,Dynamique,$47.000.000,Medellin,67.000 km,2017,usado,Medellin,**9 Medellin,Mecánica,Gasolina,1.600,Azul,,,Asistencia Hidráulica,
2275051,https://www.carroya.com/detalle/usado/chevrolet/tracker/2014/medellin/2275051,Chevrolet Tracker,1.8 FWD LT Automatica,$50.000.000,Medellin,77.000 km,2014,usado,Medellin,**6 Medellin,Automática,Gasolina,1.800,Blanco,,,Asistencia Hidráulica,
2281036,https://www.carroya.com/detalle/usado/chevrolet/optra/2008/medellin/2281036,Chevrolet Optra,1.6 Advance Mecanico Aire Acondicionado,$24.500.000,Medellin,105.000 km,2008,usado,Medellin,**6 Envigado,Mecánica,Gasolina,1.600,Plateado,,,,
055b5df2-2fe8-473d-8b27-c615a24548dd,https://www.carroya.com/detalle/usado/chevrolet/onix/2021/bogota/055b5df2-2fe8-473d-8b27-c615a24548dd,Chevrolet Onix,1.0 Turbo LTZ Sedan Automatico,$59.990.000,Bogota,19.930 km,2021,usado,Bogota,**6 Bogota,Automática,Gasolina,10,Gris,5,,,
210f9715-9b16-4904-84bd-ab018f129b00,https://www.carroya.com/detalle/usado/volkswagen/nivus/2023/barranquilla/210f9715-9b16-4904-84bd-ab018f129b00,Volkswagen Nivus,Comfortline 1.0 Suv Automatico,$87.000.000,Barranquilla,15.000 km,2023,usado,Barranquilla,**2 Barranquilla,Automática,Gasolina,0,Gris,5,,,
6e681a00-474d-4f4f-a8ca-2ff48acfeec4,https://www.carroya.com/detalle/usado/mitsubishi/outlander/2016/bogota/6e681a00-474d-4f4f-a8ca-2ff48acfeec4,Mitsubishi Outlander,,$80.000.000,Bogota,66.600 km,2016,usado,Bogota,**7 Bogota,Automática,Gasolina,2.000,Gris,,,,
2620a573-d355-4591-a5bd-bd58b03f957e,https://www.carroya.com/detalle/usado/toyota/hilux/2012/bogota/2620a573-d355-4591-a5bd-bd58b03f957e,,3.0 4x4 Doble Cabina Diesel Srv Mecanica,$80.000.000,Bogota,154.344 km,2012,usado,Bogota,**1 Bogota,Mecánica,Diesel,2.982,Blanco,,,,
0e37ebb3-2eea-4e77-b2bb-459111ca7c4c,https://www.carroya.com/detalle/usado/toyota/hilux/2014/bogota/0e37ebb3-2eea-4e77-b2bb-459111ca7c4c,Toyota Hilux,3.0 4x4 Doble Cabina Diesel Srv Mecanica,$90.000.000,Bogota,172.175 km,2014,usado,Bogota,**2 Bogota,Mecánica,Diesel,2.982,Blanco,,,,
700eaec5-8160-4115-8708-4c8e8f57e7ef,https://www.carroya.com/detalle/usado/ford/fiesta/2016/cali/700eaec5-8160-4115-8708-4c8e8f57e7ef,Ford Fiesta,,$43.000.000,Cali,65.000 km,2016,usado,Cali,**0 Cali,Mecánica,Gasolina,1.600,Blanco,,,,
d3e96130-0714-49ef-bb46-e94e5b6a0698,https://www.carroya.com/detalle/usado/chevrolet/spark/2017/bogota/d3e96130-0714-49ef-bb46-e94e5b6a0698,Chevrolet Spark,,$36.000.000,Bogota,48.536 km,2017,usado,Bogota,**0 Bogota,Mecánica,Gasolina,1.200,Negro,,,,
911d5912-14bd-4a2e-b48e-ef03c4a5b41f,https://www.carroya.com/detalle/usado/renault/koleos/2012/manizales/911d5912-14bd-4a2e-b48e-ef03c4a5b41f,Renault Koleos,,$36.000.000,Manizales,146.000 km,2012,usado,Manizales,**6 Manizales,Automática,Gasolina,2.500,Beige,,,,
f18c1b83-2652-49a8-8ea8-dc6232b61ae1,https://www.carroya.com/detalle/usado/renault/logan/2022/medellin/f18c1b83-2652-49a8-8ea8-dc6232b61ae1,Renault Logan,,$45.000.000,Medellin,44.000 km,2022,usado,Medellin,**3 Medellin,Mecánica,Gasolina,1.600,Gris,,,,
3606cd2e-67d2-4414-b2e8-dfdfa19bc995,https://www.carroya.com/detalle/usado/nissan/march/2020/barranquilla/3606cd2e-67d2-4414-b2e8-dfdfa19bc995,Nissan March,Active,$41.000.000,Barranquilla,17.400 km,2020,usado,Barranquilla,**4 Barranquilla,Mecánica,Gasolina,1.600,Rojo,5,,,
9c9dfc15-7d8e-4522-adf4-4d6edda1bb38,https://www.carroya.com/detalle/usado/toyota/hilux/2014/bogota/9c9dfc15-7d8e-4522-adf4-4d6edda1bb38,Toyota Hilux,3.0 4x4 Doble Cabina Diesel Srv Mecanica,$90.000.000,Bogota,107.391 km,2014,usado,Bogota,**3 Bogota,Mecánica,Diesel,2.982,Blanco,,,,
2281524,https://www.carroya.com/detalle/usado/toyota/hilux/2011/bogota/2281524,Toyota Hilux,,$94.900.000,Bogota,131.000 km,2011,usado,Bogota,**7 Bogota,Mecánica,Gasolina,2.700,Beige,,,Asistencia Hidráulica,
2281545,https://www.carroya.com/detalle/usado/renault/sandero/2016/bogota/2281545,Renault Sandero,1.6 Dynamique Mecanico,$34.900.000,Bogota,89.000 km,2016,usado,Bogota,**3 Bogota,Mecánica,Gasolina,1.600,Beige,,,Asistencia Hidráulica,
2281532,https://www.carroya.com/detalle/usado/peugeot/3008/2020/bogota/2281532,Peugeot 3008,1.6 Active Aut,$80.900.000,Bogota,20.500 km,2020,usado,Bogota,**6 Bogota,Automática,Gasolina,1.600,Plateado,,Airbags,,
7debbce5-e1c3-4d93-bf00-8627c4e9b816,https://www.carroya.com/detalle/usado/nissan/march/2015/cali/7debbce5-e1c3-4d93-bf00-8627c4e9b816,Nissan March,,$32.500.000,Cali,80.000 km,2015,usado,Cali,**7 Cali,Mecánica,Gasolina,1.600,Plateado,5,,,
2281301,https://www.carroya.com/detalle/usado/ford/f150/2022/bogota/2281301,Ford F150,XLT 3.5L EcoBoost Hibrida,$232.900.000,Bogota,2.020 km,2022,usado,Bogota,**5 Bogota,Automática,Híbrido,0,Blanco,4,,,
bc1513e8-1f18-49f6-8cf6-065386d65d86,https://www.carroya.com/detalle/usado/ford/ranger/2023/giron/bc1513e8-1f18-49f6-8cf6-065386d65d86,Ford Ranger,3.2 Limited 4X4 Automatica,$195.500.000,Giron,4.600 km,2023,usado,Giron,**2 Giron,Automática,Diesel,3.200,Gris,,,,
5e3d8afb-708d-497b-8040-e66f72a36697,https://www.carroya.com/detalle/usado/hyundai/i35/2015/barrancabermeja/5e3d8afb-708d-497b-8040-e66f72a36697,Hyundai i35,1.8 4 AIRBAGS AUT TECHO,$43.000.000,Barrancabermeja,93.954 km,2015,usado,Barrancabermeja,**7 Barranquilla,Automática,Gasolina,18,Blanco,,,,
5a662d20-3e10-4565-884a-a1e1f56d3d66,https://www.carroya.com/detalle/usado/renault/duster/2019/bogota/5a662d20-3e10-4565-884a-a1e1f56d3d66,Renault Duster,1.6 4x2 Trip Advisor,$57.200.000,Bogota,63.600 km,2019,usado,Bogota,**3 Bogota,Mecánica,Gasolina,1.999,Gris,5,,,
1bf4ade7-80f7-46ae-91e4-5bd8a66e0118,https://www.carroya.com/detalle/usado/seat/arona/2023/bogota/1bf4ade7-80f7-46ae-91e4-5bd8a66e0118,SEAT Arona,Fr 1.6 Suv Automatico,$81.000.000,Bogota,5.041 km,2023,usado,Bogota,**0 Funza,Automática,Gasolina,1.598,Gris,,,,
6cd4b55b-83d6-4942-9506-cd63608ddbb6,https://www.carroya.com/detalle/usado/porsche/macan/2015/bucaramanga/6cd4b55b-83d6-4942-9506-cd63608ddbb6,Porsche Macan,S,$160.000.000,Bucaramanga,92.100 km,2015,usado,Bucaramanga,**4 Bogota,Automática,Gasolina,2.965,Plateado,4,,,
f45ef6fc-7f4d-4a48-98ce-eaa93c066b26,https://www.carroya.com/detalle/usado/mazda/3/2019/cali/f45ef6fc-7f4d-4a48-98ce-eaa93c066b26,Mazda 3,2.0 Sedan Touring,$70.000.000,Cali,47.000 km,2019,usado,Cali,**1 Cali,Automática,Gasolina,1.998,Rojo,4,,,
dfe88e16-1c25-4c99-9c08-fb733ef1ce64,https://www.carroya.com/detalle/usado/volkswagen/voyage-comfortline-/2019/zipaquira/dfe88e16-1c25-4c99-9c08-fb733ef1ce64,Volkswagen Voyage Comfortline,1.6L,$40.000.000,Zipaquira,86.000 km,2019,usado,Zipaquira,**0 Bogota,Mecánica,Gasolina,1.600,Plateado,,,,
75bffe68-3a67-4a2c-b123-26129312cfd0,https://www.carroya.com/detalle/usado/ford/explorer/2016/bogota/75bffe68-3a67-4a2c-b123-26129312cfd0,Ford Explorer,,$87.000.000,Bogota,48.000 km,2016,usado,Bogota,**8 Bogota,Automática,Gasolina,3.500,Rojo,,,,
7d0bb8e7-11b4-4cfa-ba1f-56e6570477a5,https://www.carroya.com/detalle/usado/peugeot/3008/2020/bogota/7d0bb8e7-11b4-4cfa-ba1f-56e6570477a5,Peugeot 3008,GT-Line 1.6 4x2 Aut,$113.000.000,Bogota,,2020,usado,Bogota,**0 Bogota,Automática,Gasolina,1.600,Blanco,null,,,
f08cf2dc-f9be-42cf-9112-ac731dec3acb,https://www.carroya.com/detalle/usado/hyundai/veracruz/2011/ibague/f08cf2dc-f9be-42cf-9112-ac731dec3acb,Hyundai Veracruz,,$40.000.000,Ibague,128.000 km,2011,usado,Ibague,**2 Ibague,Automática,Gasolina,38,Blanco,,,,
b3db7084-a9f2-476f-a48d-a423e6c3c960,https://www.carroya.com/detalle/usado/bmw/x5/2018/bogota/b3db7084-a9f2-476f-a48d-a423e6c3c960,BMW X5,xDrive 35i,$154.000.000,Bogota,64.000 km,2018,usado,Bogota,**8 Bogota,Automática,Gasolina,3.004,Gris,null,,,
025295c3-9df9-4d40-a842-5a56a04c7ebb,https://www.carroya.com/detalle/usado/honda/cr-v/2013/cartagena/025295c3-9df9-4d40-a842-5a56a04c7ebb,Honda CR-V,2.4 LX Automatica,$53.000.000,Cartagena,110.712 km,2013,usado,Cartagena,**9 Bogota,Automática,Gasolina,2.354,Plateado,,,,
7c38d073-dfb9-42e8-894d-3567304c226c,https://www.carroya.com/detalle/usado/chevrolet/beat/2019/bogota/7c38d073-dfb9-42e8-894d-3567304c226c,Chevrolet Beat,1.2 LTZ,$35.000.000,Bogota,52.000 km,2019,usado,Bogota,**5 Bogota,Mecánica,Gasolina,1.206,Negro,4,,,
c4421f7c-2dc9-42b2-8940-83f77f7115fe,https://www.carroya.com/detalle/usado/chevrolet/tracker/2020/bogota/c4421f7c-2dc9-42b2-8940-83f77f7115fe,Chevrolet Tracker,,$62.000.000,Bogota,62.500 km,2020,usado,Bogota,**3 Funza,Mecánica,Gasolina,1.800,Blanco,,,,
a8a04e57-f899-48fe-8695-b5a71133b346,https://www.carroya.com/detalle/usado/mazda/cx-3/2017/bogota/a8a04e57-f899-48fe-8695-b5a71133b346,Mazda CX-3,Touring Aut,$73.000.000,Bogota,43.000 km,2017,usado,Bogota,**4 Bogota,Automática,Gasolina,2.000,Rojo,5,,,
8d3f736b-c9bc-402b-a1d3-d460033b5709,https://www.carroya.com/detalle/usado/volvo/xc-60/2021/bogota/8d3f736b-c9bc-402b-a1d3-d460033b5709,Volvo XC 60,T8 R-DESIGN 2.0 Suv Hybrid Enchufable,$230.000.000,Bogota,15.500 km,2021,usado,Bogota,**7 Bogota,Automática,Híbrido,1.997,Blanco,,,,
f0285c50-f2a6-45e3-9779-d0a81fc00e19,https://www.carroya.com/detalle/usado/renault/koleos/2012/manizales/f0285c50-f2a6-45e3-9779-d0a81fc00e19,Renault Koleos,2.5 Expression 4x2 Automatica,$36.000.000,Manizales,146.000 km,2012,usado,Manizales,**6 Manizales,Automática,Gasolina,2.500,Beige,,,,
1ecb504e-a091-44cf-96ea-bcdca2f3f95e,https://www.carroya.com/detalle/usado/ford/explorer/2016/bogota/1ecb504e-a091-44cf-96ea-bcdca2f3f95e,Ford Explorer,3.5 LIMITED,$90.000.000,Bogota,78.200 km,2016,usado,Bogota,**5 Bogota,Automática,Gasolina,35,Azul,,,,
a4b1fc66-8848-4470-a861-1b7be28e84c5,https://www.carroya.com/detalle/usado/dodge/journey/2014/bogota/a4b1fc66-8848-4470-a861-1b7be28e84c5,Dodge Journey,3.6 SXT 7 Puestos,$53.000.000,Bogota,51.000 km,2014,usado,Bogota,**4 Bogota,Automática,Gasolina,3.600,Blanco,4,,,
8a364204-a4af-4c96-85c5-8f5065572d4d,https://www.carroya.com/detalle/usado/suzuki/swift/2023/bogota/8a364204-a4af-4c96-85c5-8f5065572d4d,Suzuki Swift,,$76.000.000,Bogota,3.500 km,2023,usado,Bogota,**5 Bogota,Mecánica,Híbrido,1.300,Negro,,,,
dc6e360b-5b13-43db-a22c-93583eac5c78,https://www.carroya.com/detalle/usado/renault/twingo/2011/bogota/dc6e360b-5b13-43db-a22c-93583eac5c78,Renault Twingo,Access,$20.000.000,Bogota,67.000 km,2011,usado,Bogota,**5 Bogota,Mecánica,Gasolina,114,Gris,,,,
3a957471-1a86-41a3-a786-edb05d025ac3,https://www.carroya.com/detalle/usado/chevrolet/captiva/2014/bogota/3a957471-1a86-41a3-a786-edb05d025ac3,Chevrolet Captiva,,$39.000.000,Bogota,75.500 km,2014,usado,Bogota,**3 Bogota,Automática,Gasolina,2.400,Rojo,,,,
8d98b4df-62eb-42c7-89e4-52b79c1adb9a,https://www.carroya.com/detalle/usado/chevrolet/sail/2015/bogota/8d98b4df-62eb-42c7-89e4-52b79c1adb9a,Chevrolet Sail,1.4 LS Mecanico Aire Acondicionado,$29.000.000,Bogota,80.000 km,2015,usado,Bogota,**9 Bogota,Mecánica,Gasolina,1.400,Rojo,4,,,
a05b87e7-5cde-45ff-af40-402f5484371f,https://www.carroya.com/detalle/usado/toyota/corolla/2014/bogota/a05b87e7-5cde-45ff-af40-402f5484371f,Toyota Corolla,1.8 XL-i Mecanico,$47.000.000,Bogota,113.000 km,2014,usado,Bogota,**2 Bogota,Mecánica,Gasolina,1.799,Blanco,4,,,
b154ca4d-80d6-4089-9946-c77074b8c0ef,https://www.carroya.com/detalle/usado/bmw/serie-4/2018/medellin/b154ca4d-80d6-4089-9946-c77074b8c0ef,BMW Serie 4,420i Gran coupé M Edition,$110.000.000,Medellin,80.000 km,2018,usado,Medellin,**8 Envigado,Automática,Gasolina,2.000,Gris,,,,
81620da0-2bcd-4d6f-8053-6d0977cd8f25,https://www.carroya.com/detalle/usado/mitsubishi/nativa/2016/medellin/81620da0-2bcd-4d6f-8053-6d0977cd8f25,Mitsubishi Nativa,3.0 V6 ABS Automatica,$79.000.000,Medellin,124.000 km,2016,usado,Medellin,**0 Bogota,Automática,Gasolina,3.000,Azul,,,,
2ca40f71-282d-49c8-85e5-88cd8d146b96,https://www.carroya.com/detalle/usado/mercedes-benz/clase-c/2012/bogota/2ca40f71-282d-49c8-85e5-88cd8d146b96,Mercedes Benz Clase C,63 AMG Sedan Aut,$149.000.000,Bogota,43.000 km,2012,usado,Bogota,**6 Bogota,Secuencial,Gasolina,6.208,Blanco,,,,
4fe7b033-c029-4a34-aae3-245d327b4797,https://www.carroya.com/detalle/usado/porsche/macan/2017/bogota/4fe7b033-c029-4a34-aae3-245d327b4797,Porsche Macan,S,$210.000.000,Bogota,25.000 km,2017,usado,Bogota,**1 Bogota,Automática,Gasolina,3.000,Gris,5,,,
